Labels IRF_1us 
31.982422 0.000E+0 
32.226563 0.000E+0 
32.47070 0.000E+0 
32.714844 0.000E+0 
32.958984 0.000E+0 
33.203125 0.000E+0 
33.447266 0.000E+0 
33.691406 0.000E+0 
33.935547 0.000E+0 
34.179688 0.000E+0 
34.423828 0.000E+0 
34.667969 0.000E+0 
34.912109 0.000E+0 
35.156250 0.000E+0 
35.400391 0.000E+0 
35.644531 0.000E+0 
35.888672 0.000E+0 
36.132813 0.000E+0 
36.376953 0.000E+0 
36.621094 0.000E+0 
36.865234 0.000E+0 
37.109375 0.000E+0 
37.353516 0.000E+0 
37.597656 0.000E+0 
37.84180 0.000E+0 
38.085938 0.000E+0 
38.330078 0.000E+0 
38.574219 0.000E+0 
38.818359 0.000E+0 
39.06250 0.000E+0 
39.306641 0.000E+0 
39.550781 0.000E+0 
39.794922 0.000E+0 
40.039063 0.000E+0 
40.28320 0.000E+0 
40.527344 0.000E+0 
40.771484 0.000E+0 
41.015625 0.000E+0 
41.259766 0.000E+0 
41.503906 1.000E+0 
41.748047 1.000E+0 
41.992188 0.000E+0 
42.236328 6.000E+0 
42.480469 7.000E+0 
42.724609 1.000E+1 
42.968750 1.800E+1 
43.212891 2.500E+1 
43.457031 3.800E+1 
43.701172 6.500E+1 
43.945313 8.600E+1 
44.189453 1.260E+2 
44.433594 1.870E+2 
44.677734 2.280E+2 
44.921875 3.120E+2 
45.166016 3.590E+2 
45.410156 4.350E+2 
45.65430 4.640E+2 
45.898438 4.860E+2 
46.142578 5.000E+2 
46.386719 4.760E+2 
46.630859 4.650E+2 
46.8750 4.620E+2 
47.119141 4.270E+2 
47.363281 3.870E+2 
47.607422 3.900E+2 
47.851563 3.570E+2 
48.09570 3.230E+2 
48.339844 2.650E+2 
48.583984 2.520E+2 
48.828125 2.440E+2 
49.072266 2.010E+2 
49.316406 1.780E+2 
49.560547 1.410E+2 
49.804688 1.230E+2 
50.048828 8.500E+1 
50.292969 6.000E+1 
50.537109 5.200E+1 
50.781250 1.800E+1 
51.025391 2.000E+1 
51.269531 1.000E+1 
51.513672 4.000E+0 
51.757813 9.000E+0 
52.001953 5.000E+0 
52.246094 2.000E+0 
52.490234 3.000E+0 
52.734375 4.000E+0 
52.978516 2.000E+0 
53.222656 1.000E+0 
53.46680 1.000E+0 
53.710938 2.000E+0 
53.955078 0.000E+0 
54.199219 2.000E+0 
54.443359 0.000E+0 
54.68750 1.000E+0 
54.931641 0.000E+0 
55.175781 0.000E+0 
55.419922 1.000E+0 
55.664063 0.000E+0 
55.90820 0.000E+0 
56.152344 1.000E+0 
56.396484 0.000E+0 
56.640625 0.000E+0 
56.884766 0.000E+0 
57.128906 0.000E+0 
57.373047 0.000E+0 
57.617188 0.000E+0 
57.861328 1.000E+0 
58.105469 0.000E+0 
58.349609 0.000E+0 
58.593750 0.000E+0 
58.837891 0.000E+0 
59.082031 0.000E+0 
59.326172 1.000E+0 
59.570313 0.000E+0 
59.814453 0.000E+0 
60.058594 0.000E+0 
60.302734 1.000E+0 
60.546875 0.000E+0 
60.791016 1.000E+0 
61.035156 0.000E+0 
61.27930 1.000E+0 
61.523438 1.000E+0 
61.767578 0.000E+0 
62.011719 0.000E+0 
62.255859 0.000E+0 
62.50 0.000E+0 
62.744141 0.000E+0 
62.988281 1.000E+0 
63.232422 0.000E+0 
63.476563 1.000E+0 
63.72070 0.000E+0 
63.964844 0.000E+0 
64.208984 0.000E+0 
64.453125 1.000E+0 
64.697266 0.000E+0 
64.941406 1.000E+0 
65.185547 0.000E+0 
65.429688 1.000E+0 
65.673828 1.000E+0 
65.917969 2.000E+0 
66.162109 1.000E+0 
66.406250 1.000E+0 
66.650391 0.000E+0 
66.894531 0.000E+0 
67.138672 1.000E+0 
67.382813 0.000E+0 
67.626953 0.000E+0 
67.871094 1.000E+0 
68.115234 0.000E+0 
68.359375 1.000E+0 
68.603516 2.000E+0 
68.847656 0.000E+0 
69.09180 2.000E+0 
69.335938 2.000E+0 
69.580078 0.000E+0 
69.824219 0.000E+0 
70.068359 0.000E+0 
70.31250 2.000E+0 
70.556641 1.000E+0 
70.800781 4.000E+0 
71.044922 2.000E+0 
71.289063 0.000E+0 
71.53320 2.000E+0 
71.777344 1.000E+0 
72.021484 0.000E+0 
72.265625 0.000E+0 
72.509766 0.000E+0 
72.753906 2.000E+0 
72.998047 0.000E+0 
73.242188 1.000E+0 
73.486328 1.000E+0 
73.730469 0.000E+0 
73.974609 1.000E+0 
74.218750 1.000E+0 
74.462891 0.000E+0 
74.707031 0.000E+0 
74.951172 2.000E+0 
75.195313 1.000E+0 
75.439453 0.000E+0 
75.683594 3.000E+0 
75.927734 1.000E+0 
76.171875 1.000E+0 
76.416016 0.000E+0 
76.660156 1.000E+0 
76.90430 0.000E+0 
77.148438 1.000E+0 
77.392578 0.000E+0 
77.636719 1.000E+0 
77.880859 1.000E+0 
78.1250 1.000E+0 
78.369141 1.000E+0 
78.613281 0.000E+0 
78.857422 2.000E+0 
79.101563 0.000E+0 
79.34570 1.000E+0 
79.589844 2.000E+0 
79.833984 2.000E+0 
80.078125 0.000E+0 
80.322266 1.000E+0 
80.566406 2.000E+0 
80.810547 0.000E+0 
81.054688 1.000E+0 
81.298828 1.000E+0 
81.542969 0.000E+0 
81.787109 1.000E+0 
82.031250 1.000E+0 
82.275391 1.000E+0 
82.519531 0.000E+0 
82.763672 1.000E+0 
83.007813 3.000E+0 
83.251953 0.000E+0 
83.496094 1.000E+0 
83.740234 0.000E+0 
83.984375 0.000E+0 
84.228516 0.000E+0 
84.472656 1.000E+0 
84.71680 2.000E+0 
84.960938 0.000E+0 
85.205078 3.000E+0 
85.449219 1.000E+0 
85.693359 4.000E+0 
85.93750 2.000E+0 
86.181641 2.000E+0 
86.425781 2.000E+0 
86.669922 1.000E+0 
86.914063 0.000E+0 
87.15820 3.000E+0 
87.402344 0.000E+0 
87.646484 2.000E+0 
87.890625 1.000E+0 
88.134766 1.000E+0 
88.378906 0.000E+0 
88.623047 1.000E+0 
88.867188 0.000E+0 
89.111328 0.000E+0 
89.355469 2.000E+0 
89.599609 2.000E+0 
89.843750 2.000E+0 
90.087891 0.000E+0 
90.332031 1.000E+0 
90.576172 2.000E+0 
90.820313 0.000E+0 
91.064453 1.000E+0 
91.308594 2.000E+0 
91.552734 3.000E+0 
91.796875 1.000E+0 
92.041016 1.000E+0 
92.285156 2.000E+0 
92.52930 0.000E+0 
92.773438 1.000E+0 
93.017578 3.000E+0 
93.261719 1.000E+0 
93.505859 0.000E+0 
93.750 0.000E+0 
93.994141 1.000E+0 
94.238281 2.000E+0 
94.482422 2.000E+0 
94.726563 3.000E+0 
94.97070 3.000E+0 
95.214844 1.000E+0 
95.458984 1.000E+0 
95.703125 1.000E+0 
95.947266 0.000E+0 
96.191406 2.000E+0 
96.435547 1.000E+0 
96.679688 0.000E+0 
96.923828 0.000E+0 
97.167969 0.000E+0 
97.412109 2.000E+0 
97.656250 1.000E+0 
97.900391 3.000E+0 
98.144531 1.000E+0 
98.388672 1.000E+0 
98.632813 3.000E+0 
98.876953 0.000E+0 
99.121094 1.000E+0 
99.365234 3.000E+0 
99.609375 3.000E+0 
99.853516 1.000E+0 
100.09770 1.000E+0 
100.34180 2.000E+0 
100.58590 2.000E+0 
100.83010 3.000E+0 
101.07420 4.000E+0 
101.31840 3.000E+0 
101.56250 2.000E+0 
101.80660 4.000E+0 
102.05080 0.000E+0 
102.29490 1.000E+0 
102.53910 1.000E+0 
102.78320 0.000E+0 
103.02730 3.000E+0 
103.27150 0.000E+0 
103.51560 3.000E+0 
103.75980 0.000E+0 
104.00390 1.000E+0 
104.2480 5.000E+0 
104.49220 0.000E+0 
104.73630 1.000E+0 
104.98050 1.000E+0 
105.22460 3.000E+0 
105.46880 2.000E+0 
105.71290 2.000E+0 
105.9570 0.000E+0 
106.20120 1.000E+0 
106.44530 1.000E+0 
106.68950 0.000E+0 
106.93360 4.000E+0 
107.17770 2.000E+0 
107.42190 0.000E+0 
107.6660 2.000E+0 
107.91020 1.000E+0 
108.15430 1.000E+0 
108.39840 3.000E+0 
108.64260 2.000E+0 
108.88670 1.000E+0 
109.13090 0.000E+0 
109.3750 2.000E+0 
109.61910 4.000E+0 
109.86330 2.000E+0 
110.10740 1.000E+0 
110.35160 2.000E+0 
110.59570 1.000E+0 
110.83980 2.000E+0 
111.0840 1.000E+0 
111.32810 4.000E+0 
111.57230 1.000E+0 
111.81640 0.000E+0 
112.06050 0.000E+0 
112.30470 0.000E+0 
112.54880 1.000E+0 
112.7930 3.000E+0 
113.03710 2.000E+0 
113.28130 3.000E+0 
113.52540 0.000E+0 
113.76950 2.000E+0 
114.01370 1.000E+0 
114.25780 4.000E+0 
114.5020 2.000E+0 
114.74610 1.000E+0 
114.99020 2.000E+0 
115.23440 2.000E+0 
115.47850 3.000E+0 
115.72270 0.000E+0 
115.96680 2.000E+0 
116.21090 1.000E+0 
116.45510 0.000E+0 
116.69920 1.000E+0 
116.94340 3.000E+0 
117.18750 1.000E+0 
117.43160 1.000E+0 
117.67580 2.000E+0 
117.91990 1.000E+0 
118.16410 1.000E+0 
118.40820 2.000E+0 
118.65230 1.000E+0 
118.89650 0.000E+0 
119.14060 0.000E+0 
119.38480 0.000E+0 
119.62890 1.000E+0 
119.8730 0.000E+0 
120.11720 1.000E+0 
120.36130 0.000E+0 
120.60550 1.000E+0 
120.84960 0.000E+0 
121.09380 4.000E+0 
121.33790 1.000E+0 
121.5820 2.000E+0 
121.82620 1.000E+0 
122.07030 1.000E+0 
122.31450 1.000E+0 
122.55860 0.000E+0 
122.80270 0.000E+0 
123.04690 0.000E+0 
123.2910 2.000E+0 
123.53520 1.000E+0 
123.77930 0.000E+0 
124.02340 0.000E+0 
124.26760 2.000E+0 
124.51170 2.000E+0 
124.75590 1.000E+0 
125.0 2.000E+0 
125.24410 1.000E+0 
125.48830 1.000E+0 
125.73240 2.000E+0 
125.97660 1.000E+0 
126.22070 2.000E+0 
126.46480 2.000E+0 
126.7090 1.000E+0 
126.95310 0.000E+0 
127.19730 1.000E+0 
127.44140 1.000E+0 
127.68550 0.000E+0 
127.92970 1.000E+0 
128.17380 4.000E+0 
128.4180 0.000E+0 
128.66210 1.000E+0 
128.90630 0.000E+0 
129.15040 0.000E+0 
129.39450 0.000E+0 
129.63870 0.000E+0 
129.88280 0.000E+0 
130.1270 1.000E+0 
130.37110 0.000E+0 
130.61520 0.000E+0 
130.85940 1.000E+0 
131.10350 2.000E+0 
131.34770 1.000E+0 
131.59180 0.000E+0 
131.83590 1.000E+0 
132.08010 1.000E+0 
132.32420 0.000E+0 
132.56840 1.000E+0 
132.81250 0.000E+0 
133.05660 0.000E+0 
133.30080 0.000E+0 
133.54490 0.000E+0 
133.78910 0.000E+0 
134.03320 0.000E+0 
134.27730 0.000E+0 
134.52150 0.000E+0 
134.76560 1.000E+0 
135.00980 0.000E+0 
135.25390 0.000E+0 
135.4980 0.000E+0 
135.74220 0.000E+0 
135.98630 1.000E+0 
136.23050 0.000E+0 
136.47460 0.000E+0 
136.71880 0.000E+0 
136.96290 1.000E+0 
137.2070 0.000E+0 
137.45120 0.000E+0 
137.69530 0.000E+0 
137.93950 1.000E+0 
138.18360 0.000E+0 
138.42770 0.000E+0 
138.67190 0.000E+0 
138.9160 0.000E+0 
139.16020 1.000E+0 
139.40430 0.000E+0 
139.64840 0.000E+0 
139.89260 2.000E+0 
140.13670 0.000E+0 
140.38090 1.000E+0 
140.6250 0.000E+0 
140.86910 0.000E+0 
141.11330 0.000E+0 
141.35740 0.000E+0 
141.60160 0.000E+0 
141.84570 1.000E+0 
142.08980 0.000E+0 
142.3340 0.000E+0 
142.57810 0.000E+0 
142.82230 0.000E+0 
143.06640 0.000E+0 
143.31050 0.000E+0 
143.55470 0.000E+0 
143.79880 0.000E+0 
144.0430 0.000E+0 
144.28710 0.000E+0 
144.53130 0.000E+0 
144.77540 0.000E+0 
145.01950 0.000E+0 
145.26370 0.000E+0 
145.50780 0.000E+0 
145.7520 1.000E+0 
145.99610 0.000E+0 
146.24020 0.000E+0 
146.48440 0.000E+0 
146.72850 0.000E+0 
146.97270 0.000E+0 
147.21680 0.000E+0 
147.46090 1.000E+0 
147.70510 0.000E+0 
147.94920 1.000E+0 
148.19340 0.000E+0 
148.43750 0.000E+0 
148.68160 0.000E+0 
148.92580 0.000E+0 
149.16990 0.000E+0 
149.41410 0.000E+0 
149.65820 0.000E+0 
149.90230 0.000E+0 
150.14650 0.000E+0 
150.39060 0.000E+0 
150.63480 0.000E+0 
150.87890 0.000E+0 
151.1230 0.000E+0 
151.36720 0.000E+0 
151.61130 1.000E+0 
151.85550 0.000E+0 
152.09960 0.000E+0 
152.34380 0.000E+0 
152.58790 0.000E+0 
152.8320 0.000E+0 
153.07620 0.000E+0 
153.32030 1.000E+0 
153.56450 0.000E+0 
153.80860 0.000E+0 
154.05270 1.000E+0 
154.29690 0.000E+0 
154.5410 1.000E+0 
154.78520 0.000E+0 
155.02930 0.000E+0 
155.27340 0.000E+0 
155.51760 0.000E+0 
155.76170 0.000E+0 
156.00590 0.000E+0 
156.250 0.000E+0 
156.49410 0.000E+0 
156.73830 0.000E+0 
156.98240 0.000E+0 
157.22660 0.000E+0 
157.47070 0.000E+0 
157.71480 0.000E+0 
157.9590 0.000E+0 
158.20310 0.000E+0 
158.44730 0.000E+0 
158.69140 0.000E+0 
158.93550 0.000E+0 
159.17970 0.000E+0 
159.42380 0.000E+0 
159.6680 0.000E+0 
159.91210 0.000E+0 
160.15630 0.000E+0 
160.40040 0.000E+0 
160.64450 0.000E+0 
160.88870 0.000E+0 
161.13280 0.000E+0 
161.3770 0.000E+0 
161.62110 0.000E+0 
161.86520 0.000E+0 
162.10940 0.000E+0 
162.35350 0.000E+0 
162.59770 0.000E+0 
162.84180 0.000E+0 
163.08590 0.000E+0 
163.33010 0.000E+0 
163.57420 0.000E+0 
163.81840 0.000E+0 
164.06250 0.000E+0 
164.30660 0.000E+0 
164.55080 0.000E+0 
164.79490 0.000E+0 
165.03910 0.000E+0 
165.28320 0.000E+0 
165.52730 0.000E+0 
165.77150 0.000E+0 
166.01560 0.000E+0 
166.25980 0.000E+0 
166.50390 0.000E+0 
166.7480 0.000E+0 
166.99220 0.000E+0 
167.23630 0.000E+0 
167.48050 0.000E+0 
167.72460 0.000E+0 
167.96880 0.000E+0 
168.21290 0.000E+0 
168.4570 0.000E+0 
168.70120 0.000E+0 
168.94530 0.000E+0 
169.18950 0.000E+0 
169.43360 0.000E+0 
169.67770 0.000E+0 
169.92190 0.000E+0 
170.1660 0.000E+0 
170.41020 0.000E+0 
170.65430 0.000E+0 
170.89840 0.000E+0 
171.14260 0.000E+0 
171.38670 0.000E+0 
171.63090 0.000E+0 
171.8750 0.000E+0 
172.11910 0.000E+0 
172.36330 0.000E+0 
172.60740 0.000E+0 
172.85160 0.000E+0 
173.09570 0.000E+0 
173.33980 0.000E+0 
173.5840 0.000E+0 
173.82810 0.000E+0 
174.07230 0.000E+0 
174.31640 0.000E+0 
174.56050 0.000E+0 
174.80470 0.000E+0 
175.04880 0.000E+0 
175.2930 0.000E+0 
175.53710 0.000E+0 
175.78130 0.000E+0 
176.02540 0.000E+0 
176.26950 0.000E+0 
176.51370 0.000E+0 
176.75780 0.000E+0 
177.0020 0.000E+0 
177.24610 0.000E+0 
177.49020 0.000E+0 
177.73440 0.000E+0 
177.97850 0.000E+0 
178.22270 0.000E+0 
178.46680 0.000E+0 
178.71090 0.000E+0 
178.95510 0.000E+0 
179.19920 0.000E+0 
179.44340 0.000E+0 
179.68750 0.000E+0 
179.93160 0.000E+0 
180.17580 0.000E+0 
180.41990 0.000E+0 
180.66410 0.000E+0 
180.90820 0.000E+0 
181.15230 0.000E+0 
181.39650 0.000E+0 
181.64060 0.000E+0 
181.88480 0.000E+0 
182.12890 0.000E+0 
182.3730 0.000E+0 
182.61720 0.000E+0 
182.86130 0.000E+0 
183.10550 0.000E+0 
183.34960 0.000E+0 
183.59380 0.000E+0 
183.83790 0.000E+0 
184.0820 0.000E+0 
184.32620 0.000E+0 
184.57030 0.000E+0 
184.81450 0.000E+0 
185.05860 0.000E+0 
185.30270 0.000E+0 
185.54690 0.000E+0 
185.7910 0.000E+0 
186.03520 0.000E+0 
186.27930 0.000E+0 
186.52340 0.000E+0 
186.76760 0.000E+0 
187.01170 0.000E+0 
187.25590 0.000E+0 
187.50 0.000E+0 
187.74410 0.000E+0 
187.98830 0.000E+0 
188.23240 0.000E+0 
188.47660 0.000E+0 
188.72070 0.000E+0 
188.96480 0.000E+0 
189.2090 0.000E+0 
189.45310 0.000E+0 
189.69730 0.000E+0 
189.94140 0.000E+0 
190.18550 0.000E+0 
190.42970 0.000E+0 
190.67380 0.000E+0 
190.9180 0.000E+0 
191.16210 0.000E+0 
191.40630 0.000E+0 
191.65040 0.000E+0 
191.89450 0.000E+0 
192.13870 0.000E+0 
192.38280 0.000E+0 
192.6270 0.000E+0 
192.87110 0.000E+0 
193.11520 0.000E+0 
193.35940 0.000E+0 
193.60350 0.000E+0 
193.84770 0.000E+0 
194.09180 0.000E+0 
194.33590 0.000E+0 
194.58010 0.000E+0 
194.82420 0.000E+0 
195.06840 0.000E+0 
195.31250 0.000E+0 
195.55660 0.000E+0 
195.80080 0.000E+0 
196.04490 0.000E+0 
196.28910 0.000E+0 
196.53320 0.000E+0 
196.77730 0.000E+0 
197.02150 0.000E+0 
197.26560 0.000E+0 
197.50980 0.000E+0 
197.75390 0.000E+0 
197.9980 0.000E+0 
198.24220 0.000E+0 
198.48630 0.000E+0 
198.73050 0.000E+0 
198.97460 0.000E+0 
199.21880 0.000E+0 
199.46290 0.000E+0 
199.7070 0.000E+0 
199.95120 0.000E+0 
200.19530 0.000E+0 
200.43950 0.000E+0 
200.68360 0.000E+0 
200.92770 0.000E+0 
201.17190 0.000E+0 
201.4160 0.000E+0 
201.66020 0.000E+0 
201.90430 0.000E+0 
202.14840 0.000E+0 
202.39260 0.000E+0 
202.63670 0.000E+0 
202.88090 0.000E+0 
203.1250 0.000E+0 
203.36910 0.000E+0 
203.61330 0.000E+0 
203.85740 0.000E+0 
204.10160 0.000E+0 
204.34570 0.000E+0 
204.58980 0.000E+0 
204.8340 0.000E+0 
205.07810 0.000E+0 
205.32230 0.000E+0 
205.56640 0.000E+0 
205.81050 0.000E+0 
206.05470 0.000E+0 
206.29880 0.000E+0 
206.5430 0.000E+0 
206.78710 0.000E+0 
207.03130 0.000E+0 
207.27540 0.000E+0 
207.51950 0.000E+0 
207.76370 0.000E+0 
208.00780 0.000E+0 
208.2520 0.000E+0 
208.49610 0.000E+0 
208.74020 0.000E+0 
208.98440 0.000E+0 
209.22850 0.000E+0 
209.47270 0.000E+0 
209.71680 0.000E+0 
209.96090 0.000E+0 
210.20510 0.000E+0 
210.44920 0.000E+0 
210.69340 0.000E+0 
210.93750 0.000E+0 
211.18160 0.000E+0 
211.42580 0.000E+0 
211.66990 0.000E+0 
211.91410 0.000E+0 
212.15820 0.000E+0 
212.40230 0.000E+0 
212.64650 0.000E+0 
212.89060 0.000E+0 
213.13480 0.000E+0 
213.37890 0.000E+0 
213.6230 0.000E+0 
213.86720 0.000E+0 
214.11130 0.000E+0 
214.35550 0.000E+0 
214.59960 0.000E+0 
214.84380 0.000E+0 
215.08790 0.000E+0 
215.3320 0.000E+0 
215.57620 0.000E+0 
215.82030 0.000E+0 
216.06450 0.000E+0 
216.30860 0.000E+0 
216.55270 0.000E+0 
216.79690 0.000E+0 
217.0410 0.000E+0 
217.28520 0.000E+0 
217.52930 0.000E+0 
217.77340 0.000E+0 
218.01760 0.000E+0 
218.26170 0.000E+0 
218.50590 0.000E+0 
218.750 0.000E+0 
218.99410 0.000E+0 
219.23830 0.000E+0 
219.48240 0.000E+0 
219.72660 0.000E+0 
219.97070 0.000E+0 
220.21480 0.000E+0 
220.4590 0.000E+0 
220.70310 0.000E+0 
220.94730 0.000E+0 
221.19140 0.000E+0 
221.43550 0.000E+0 
221.67970 0.000E+0 
221.92380 0.000E+0 
222.1680 0.000E+0 
222.41210 0.000E+0 
222.65630 0.000E+0 
222.90040 0.000E+0 
223.14450 0.000E+0 
223.38870 0.000E+0 
223.63280 0.000E+0 
223.8770 0.000E+0 
224.12110 0.000E+0 
224.36520 0.000E+0 
224.60940 0.000E+0 
224.85350 0.000E+0 
225.09770 0.000E+0 
225.34180 0.000E+0 
225.58590 0.000E+0 
225.83010 0.000E+0 
226.07420 0.000E+0 
226.31840 0.000E+0 
226.56250 0.000E+0 
226.80660 0.000E+0 
227.05080 0.000E+0 
227.29490 0.000E+0 
227.53910 0.000E+0 
227.78320 0.000E+0 
228.02730 0.000E+0 
228.27150 0.000E+0 
228.51560 0.000E+0 
228.75980 0.000E+0 
229.00390 0.000E+0 
229.2480 0.000E+0 
229.49220 0.000E+0 
229.73630 0.000E+0 
229.98050 0.000E+0 
230.22460 0.000E+0 
230.46880 0.000E+0 
230.71290 0.000E+0 
230.9570 0.000E+0 
231.20120 0.000E+0 
231.44530 0.000E+0 
231.68950 0.000E+0 
231.93360 0.000E+0 
232.17770 0.000E+0 
232.42190 0.000E+0 
232.6660 0.000E+0 
232.91020 0.000E+0 
233.15430 0.000E+0 
233.39840 0.000E+0 
233.64260 0.000E+0 
233.88670 0.000E+0 
234.13090 0.000E+0 
234.3750 0.000E+0 
234.61910 0.000E+0 
234.86330 0.000E+0 
235.10740 0.000E+0 
235.35160 0.000E+0 
235.59570 0.000E+0 
235.83980 0.000E+0 
236.0840 0.000E+0 
236.32810 0.000E+0 
236.57230 0.000E+0 
236.81640 0.000E+0 
237.06050 0.000E+0 
237.30470 0.000E+0 
237.54880 0.000E+0 
237.7930 0.000E+0 
238.03710 0.000E+0 
238.28130 0.000E+0 
238.52540 0.000E+0 
238.76950 0.000E+0 
239.01370 0.000E+0 
239.25780 0.000E+0 
239.5020 0.000E+0 
239.74610 0.000E+0 
239.99020 0.000E+0 
240.23440 0.000E+0 
240.47850 0.000E+0 
240.72270 0.000E+0 
240.96680 0.000E+0 
241.21090 0.000E+0 
241.45510 0.000E+0 
241.69920 0.000E+0 
241.94340 0.000E+0 
242.18750 0.000E+0 
242.43160 0.000E+0 
242.67580 0.000E+0 
242.91990 0.000E+0 
243.16410 0.000E+0 
243.40820 0.000E+0 
243.65230 0.000E+0 
243.89650 0.000E+0 
244.14060 0.000E+0 
244.38480 0.000E+0 
244.62890 0.000E+0 
244.8730 0.000E+0 
245.11720 0.000E+0 
245.36130 0.000E+0 
245.60550 0.000E+0 
245.84960 0.000E+0 
246.09380 0.000E+0 
246.33790 0.000E+0 
246.5820 0.000E+0 
246.82620 0.000E+0 
247.07030 0.000E+0 
247.31450 0.000E+0 
247.55860 0.000E+0 
247.80270 0.000E+0 
248.04690 0.000E+0 
248.2910 0.000E+0 
248.53520 0.000E+0 
248.77930 0.000E+0 
249.02340 0.000E+0 
249.26760 0.000E+0 
249.51170 0.000E+0 
249.75590 0.000E+0 
250.0 0.000E+0 
250.24410 0.000E+0 
250.48830 0.000E+0 
250.73240 0.000E+0 
250.97660 0.000E+0 
251.22070 0.000E+0 
251.46480 0.000E+0 
251.7090 0.000E+0 
251.95310 0.000E+0 
252.19730 0.000E+0 
252.44140 0.000E+0 
252.68550 0.000E+0 
252.92970 0.000E+0 
253.17380 0.000E+0 
253.4180 0.000E+0 
253.66210 0.000E+0 
253.90630 0.000E+0 
254.15040 0.000E+0 
254.39450 0.000E+0 
254.63870 0.000E+0 
254.88280 0.000E+0 
255.1270 0.000E+0 
255.37110 0.000E+0 
255.61520 0.000E+0 
255.85940 0.000E+0 
256.10350 0.000E+0 
256.34770 0.000E+0 
256.59180 0.000E+0 
256.83590 0.000E+0 
257.08010 0.000E+0 
257.32420 0.000E+0 
257.56840 0.000E+0 
257.81250 0.000E+0 
258.05660 0.000E+0 
258.30080 0.000E+0 
258.54490 0.000E+0 
258.78910 0.000E+0 
259.03320 0.000E+0 
259.27730 0.000E+0 
259.52150 0.000E+0 
259.76560 0.000E+0 
260.00980 0.000E+0 
260.25390 0.000E+0 
260.4980 0.000E+0 
260.74220 0.000E+0 
260.98630 0.000E+0 
261.23050 0.000E+0 
261.47460 0.000E+0 
261.71880 0.000E+0 
261.96290 0.000E+0 
262.2070 0.000E+0 
