Labels PtPm-2Pz_ex350_mon_450_1us 
64.208984 1.920E+2 
64.453125 2.020E+2 
64.697266 1.600E+2 
64.941406 2.010E+2 
65.185547 1.820E+2 
65.429688 1.920E+2 
65.673828 1.850E+2 
65.917969 1.790E+2 
66.162109 1.840E+2 
66.406250 1.910E+2 
66.650391 1.860E+2 
66.894531 1.830E+2 
67.138672 1.790E+2 
67.382813 1.640E+2 
67.626953 1.560E+2 
67.871094 1.670E+2 
68.115234 1.500E+2 
68.359375 1.770E+2 
68.603516 1.630E+2 
68.847656 1.720E+2 
69.09180 1.720E+2 
69.335938 1.700E+2 
69.580078 1.720E+2 
69.824219 1.480E+2 
70.068359 1.400E+2 
70.31250 1.710E+2 
70.556641 1.390E+2 
70.800781 1.430E+2 
71.044922 1.460E+2 
71.289063 1.620E+2 
71.53320 1.660E+2 
71.777344 1.320E+2 
72.021484 1.360E+2 
72.265625 1.350E+2 
72.509766 1.430E+2 
72.753906 1.380E+2 
72.998047 1.430E+2 
73.242188 1.550E+2 
73.486328 1.400E+2 
73.730469 1.530E+2 
73.974609 1.510E+2 
74.218750 1.620E+2 
74.462891 1.540E+2 
74.707031 1.580E+2 
74.951172 1.620E+2 
75.195313 1.320E+2 
75.439453 1.360E+2 
75.683594 1.290E+2 
75.927734 1.350E+2 
76.171875 1.480E+2 
76.416016 1.690E+2 
76.660156 1.490E+2 
76.90430 1.280E+2 
77.148438 1.310E+2 
77.392578 1.330E+2 
77.636719 1.290E+2 
77.880859 1.330E+2 
78.1250 1.500E+2 
78.369141 1.270E+2 
78.613281 1.270E+2 
78.857422 1.520E+2 
79.101563 1.250E+2 
79.34570 1.370E+2 
79.589844 1.310E+2 
79.833984 1.260E+2 
80.078125 1.380E+2 
80.322266 1.460E+2 
80.566406 1.090E+2 
80.810547 1.340E+2 
81.054688 1.540E+2 
81.298828 1.130E+2 
81.542969 1.270E+2 
81.787109 1.330E+2 
82.031250 1.210E+2 
82.275391 1.210E+2 
82.519531 1.250E+2 
82.763672 9.700E+1 
83.007813 1.310E+2 
83.251953 1.290E+2 
83.496094 1.390E+2 
83.740234 1.150E+2 
83.984375 1.210E+2 
84.228516 1.280E+2 
84.472656 1.220E+2 
84.71680 1.090E+2 
84.960938 1.260E+2 
85.205078 1.290E+2 
85.449219 1.120E+2 
85.693359 1.290E+2 
85.93750 1.300E+2 
86.181641 1.210E+2 
86.425781 1.260E+2 
86.669922 1.250E+2 
86.914063 1.170E+2 
87.15820 1.280E+2 
87.402344 1.100E+2 
87.646484 1.000E+2 
87.890625 1.190E+2 
88.134766 1.220E+2 
88.378906 1.330E+2 
88.623047 1.190E+2 
88.867188 1.000E+2 
89.111328 1.090E+2 
89.355469 9.700E+1 
89.599609 1.130E+2 
89.843750 1.110E+2 
90.087891 1.000E+2 
90.332031 1.140E+2 
90.576172 1.020E+2 
90.820313 1.150E+2 
91.064453 1.240E+2 
91.308594 1.150E+2 
91.552734 1.140E+2 
91.796875 1.090E+2 
92.041016 1.090E+2 
92.285156 9.400E+1 
92.52930 1.230E+2 
92.773438 1.070E+2 
93.017578 1.160E+2 
93.261719 1.130E+2 
93.505859 9.600E+1 
93.750 1.000E+2 
93.994141 1.150E+2 
94.238281 9.100E+1 
94.482422 1.030E+2 
94.726563 9.500E+1 
94.97070 9.800E+1 
95.214844 1.080E+2 
95.458984 1.060E+2 
95.703125 1.140E+2 
95.947266 1.100E+2 
96.191406 1.170E+2 
96.435547 1.080E+2 
96.679688 8.800E+1 
96.923828 1.120E+2 
97.167969 8.000E+1 
97.412109 1.110E+2 
97.656250 9.100E+1 
97.900391 9.300E+1 
98.144531 9.500E+1 
98.388672 9.100E+1 
98.632813 9.400E+1 
98.876953 1.070E+2 
99.121094 7.500E+1 
99.365234 1.010E+2 
99.609375 1.020E+2 
99.853516 1.090E+2 
100.09770 9.100E+1 
100.34180 1.030E+2 
100.58590 9.700E+1 
100.83010 9.700E+1 
101.07420 9.900E+1 
101.31840 1.050E+2 
101.56250 1.010E+2 
101.80660 1.170E+2 
102.05080 8.800E+1 
102.29490 1.130E+2 
102.53910 8.200E+1 
102.78320 1.020E+2 
103.02730 8.700E+1 
103.27150 9.500E+1 
103.51560 9.200E+1 
103.75980 9.700E+1 
104.00390 8.200E+1 
104.2480 7.900E+1 
104.49220 8.400E+1 
104.73630 9.200E+1 
104.98050 1.070E+2 
105.22460 7.500E+1 
105.46880 8.800E+1 
105.71290 1.010E+2 
105.9570 8.400E+1 
106.20120 8.800E+1 
106.44530 8.200E+1 
106.68950 7.200E+1 
106.93360 9.100E+1 
107.17770 8.800E+1 
107.42190 8.900E+1 
107.6660 9.700E+1 
107.91020 1.030E+2 
108.15430 8.600E+1 
108.39840 7.900E+1 
108.64260 9.400E+1 
108.88670 9.200E+1 
109.13090 1.070E+2 
109.3750 9.200E+1 
109.61910 1.020E+2 
109.86330 8.400E+1 
110.10740 8.900E+1 
110.35160 8.400E+1 
110.59570 9.800E+1 
110.83980 8.500E+1 
111.0840 9.600E+1 
111.32810 8.000E+1 
111.57230 7.500E+1 
111.81640 8.100E+1 
112.06050 7.800E+1 
112.30470 8.600E+1 
112.54880 8.400E+1 
112.7930 8.200E+1 
113.03710 1.000E+2 
113.28130 7.500E+1 
113.52540 8.600E+1 
113.76950 7.800E+1 
114.01370 8.100E+1 
114.25780 9.200E+1 
114.5020 9.700E+1 
114.74610 7.500E+1 
114.99020 9.300E+1 
115.23440 8.900E+1 
115.47850 7.500E+1 
115.72270 9.800E+1 
115.96680 9.000E+1 
116.21090 8.000E+1 
116.45510 7.000E+1 
116.69920 7.300E+1 
116.94340 7.400E+1 
117.18750 9.200E+1 
117.43160 9.400E+1 
117.67580 8.900E+1 
117.91990 8.500E+1 
118.16410 7.600E+1 
118.40820 8.100E+1 
118.65230 7.000E+1 
118.89650 7.900E+1 
119.14060 8.000E+1 
119.38480 8.000E+1 
119.62890 7.700E+1 
119.8730 7.300E+1 
120.11720 9.100E+1 
120.36130 5.800E+1 
120.60550 7.900E+1 
120.84960 8.500E+1 
121.09380 8.600E+1 
121.33790 7.800E+1 
121.5820 7.200E+1 
121.82620 8.300E+1 
122.07030 7.400E+1 
122.31450 6.300E+1 
122.55860 7.600E+1 
122.80270 6.700E+1 
123.04690 6.800E+1 
123.2910 7.000E+1 
123.53520 6.800E+1 
123.77930 7.800E+1 
124.02340 7.700E+1 
124.26760 7.500E+1 
124.51170 7.700E+1 
124.75590 8.000E+1 
125.0 6.900E+1 
125.24410 9.100E+1 
125.48830 7.700E+1 
125.73240 5.900E+1 
125.97660 7.900E+1 
126.22070 6.100E+1 
126.46480 8.700E+1 
126.7090 6.900E+1 
126.95310 7.100E+1 
127.19730 6.500E+1 
127.44140 6.100E+1 
127.68550 6.800E+1 
127.92970 7.400E+1 
128.17380 7.700E+1 
128.4180 7.600E+1 
128.66210 5.900E+1 
128.90630 8.100E+1 
129.15040 7.500E+1 
129.39450 6.900E+1 
129.63870 9.400E+1 
129.88280 8.400E+1 
130.1270 6.800E+1 
130.37110 7.100E+1 
130.61520 6.500E+1 
130.85940 6.900E+1 
131.10350 7.700E+1 
131.34770 8.100E+1 
131.59180 5.600E+1 
131.83590 7.200E+1 
132.08010 7.400E+1 
132.32420 6.600E+1 
132.56840 6.700E+1 
132.81250 6.200E+1 
133.05660 6.500E+1 
133.30080 6.300E+1 
133.54490 7.500E+1 
133.78910 6.100E+1 
134.03320 5.900E+1 
134.27730 6.800E+1 
134.52150 5.200E+1 
134.76560 7.200E+1 
135.00980 6.600E+1 
135.25390 6.800E+1 
135.4980 8.600E+1 
135.74220 7.300E+1 
135.98630 7.400E+1 
136.23050 6.500E+1 
136.47460 6.900E+1 
136.71880 6.100E+1 
136.96290 7.000E+1 
137.2070 6.600E+1 
137.45120 5.600E+1 
137.69530 6.800E+1 
137.93950 6.100E+1 
138.18360 6.700E+1 
138.42770 6.700E+1 
138.67190 7.100E+1 
138.9160 4.700E+1 
139.16020 7.300E+1 
139.40430 6.400E+1 
139.64840 5.900E+1 
139.89260 6.500E+1 
140.13670 6.100E+1 
140.38090 6.900E+1 
140.6250 5.900E+1 
140.86910 6.500E+1 
141.11330 5.900E+1 
141.35740 7.000E+1 
141.60160 7.000E+1 
141.84570 6.000E+1 
142.08980 6.200E+1 
142.3340 5.400E+1 
142.57810 6.400E+1 
142.82230 6.900E+1 
143.06640 6.600E+1 
143.31050 4.900E+1 
143.55470 6.500E+1 
143.79880 6.300E+1 
144.0430 4.100E+1 
144.28710 7.400E+1 
144.53130 7.100E+1 
144.77540 7.900E+1 
145.01950 6.000E+1 
145.26370 5.200E+1 
145.50780 6.700E+1 
145.7520 6.100E+1 
145.99610 6.100E+1 
146.24020 5.900E+1 
146.48440 6.600E+1 
146.72850 6.100E+1 
146.97270 6.500E+1 
147.21680 5.300E+1 
147.46090 5.800E+1 
147.70510 6.000E+1 
147.94920 5.700E+1 
148.19340 5.400E+1 
148.43750 4.900E+1 
148.68160 5.500E+1 
148.92580 7.200E+1 
149.16990 5.300E+1 
149.41410 5.700E+1 
149.65820 5.900E+1 
149.90230 5.100E+1 
150.14650 5.600E+1 
150.39060 6.100E+1 
150.63480 4.900E+1 
150.87890 4.500E+1 
151.1230 5.500E+1 
151.36720 4.400E+1 
151.61130 5.600E+1 
151.85550 6.100E+1 
152.09960 4.400E+1 
152.34380 4.900E+1 
152.58790 5.500E+1 
152.8320 6.100E+1 
153.07620 4.800E+1 
153.32030 5.600E+1 
153.56450 5.500E+1 
153.80860 5.200E+1 
154.05270 5.800E+1 
154.29690 5.400E+1 
154.5410 5.300E+1 
154.78520 5.500E+1 
155.02930 5.700E+1 
155.27340 6.000E+1 
155.51760 6.600E+1 
155.76170 4.900E+1 
156.00590 5.100E+1 
156.250 6.300E+1 
156.49410 6.100E+1 
156.73830 6.300E+1 
156.98240 5.700E+1 
157.22660 5.300E+1 
157.47070 5.800E+1 
157.71480 6.800E+1 
157.9590 3.900E+1 
158.20310 4.900E+1 
158.44730 5.700E+1 
158.69140 6.300E+1 
158.93550 5.400E+1 
159.17970 5.700E+1 
159.42380 4.300E+1 
159.6680 4.200E+1 
159.91210 3.600E+1 
160.15630 5.600E+1 
160.40040 3.400E+1 
160.64450 4.500E+1 
160.88870 5.400E+1 
161.13280 4.100E+1 
161.3770 4.800E+1 
161.62110 4.100E+1 
161.86520 5.000E+1 
162.10940 5.800E+1 
162.35350 4.500E+1 
162.59770 4.900E+1 
162.84180 4.600E+1 
163.08590 4.700E+1 
163.33010 5.800E+1 
163.57420 6.500E+1 
163.81840 5.300E+1 
164.06250 6.100E+1 
164.30660 5.900E+1 
164.55080 6.100E+1 
164.79490 4.700E+1 
165.03910 5.000E+1 
165.28320 3.400E+1 
165.52730 5.000E+1 
165.77150 5.600E+1 
166.01560 4.200E+1 
166.25980 4.900E+1 
166.50390 6.700E+1 
166.7480 5.900E+1 
166.99220 5.100E+1 
167.23630 4.800E+1 
167.48050 4.000E+1 
167.72460 5.000E+1 
167.96880 5.800E+1 
168.21290 5.900E+1 
168.4570 5.200E+1 
168.70120 4.700E+1 
168.94530 4.900E+1 
169.18950 4.600E+1 
169.43360 4.000E+1 
169.67770 4.600E+1 
169.92190 4.100E+1 
170.1660 4.500E+1 
170.41020 4.700E+1 
170.65430 4.300E+1 
170.89840 5.100E+1 
171.14260 5.200E+1 
171.38670 4.700E+1 
171.63090 3.800E+1 
171.8750 4.500E+1 
172.11910 4.400E+1 
172.36330 5.000E+1 
172.60740 3.600E+1 
172.85160 4.100E+1 
173.09570 5.800E+1 
173.33980 4.500E+1 
173.5840 4.600E+1 
173.82810 4.000E+1 
174.07230 4.600E+1 
174.31640 4.600E+1 
174.56050 4.400E+1 
174.80470 4.200E+1 
175.04880 4.900E+1 
175.2930 4.200E+1 
175.53710 4.700E+1 
175.78130 3.700E+1 
176.02540 5.000E+1 
176.26950 4.500E+1 
176.51370 4.900E+1 
176.75780 4.100E+1 
177.0020 4.500E+1 
177.24610 4.600E+1 
177.49020 4.500E+1 
177.73440 5.000E+1 
177.97850 3.700E+1 
178.22270 4.700E+1 
178.46680 5.700E+1 
178.71090 5.700E+1 
178.95510 4.300E+1 
179.19920 4.100E+1 
179.44340 5.600E+1 
179.68750 4.800E+1 
179.93160 4.600E+1 
180.17580 6.100E+1 
180.41990 3.900E+1 
180.66410 3.000E+1 
180.90820 3.900E+1 
181.15230 5.300E+1 
181.39650 4.000E+1 
181.64060 6.200E+1 
181.88480 4.100E+1 
182.12890 4.500E+1 
182.3730 5.400E+1 
182.61720 3.900E+1 
182.86130 5.500E+1 
183.10550 4.100E+1 
183.34960 4.600E+1 
183.59380 4.700E+1 
183.83790 4.500E+1 
184.0820 4.500E+1 
184.32620 4.600E+1 
184.57030 3.900E+1 
184.81450 5.200E+1 
185.05860 4.800E+1 
185.30270 3.500E+1 
185.54690 4.200E+1 
185.7910 4.400E+1 
186.03520 3.200E+1 
186.27930 4.700E+1 
186.52340 3.400E+1 
186.76760 4.500E+1 
187.01170 4.700E+1 
187.25590 4.100E+1 
187.50 2.900E+1 
187.74410 4.600E+1 
187.98830 3.600E+1 
188.23240 5.000E+1 
188.47660 3.900E+1 
188.72070 5.100E+1 
188.96480 4.400E+1 
189.2090 4.500E+1 
189.45310 4.800E+1 
189.69730 3.700E+1 
189.94140 4.900E+1 
190.18550 3.500E+1 
190.42970 3.600E+1 
190.67380 4.100E+1 
190.9180 3.800E+1 
191.16210 4.200E+1 
191.40630 2.900E+1 
191.65040 4.000E+1 
191.89450 4.200E+1 
192.13870 3.700E+1 
192.38280 3.800E+1 
192.6270 3.400E+1 
192.87110 4.600E+1 
193.11520 4.300E+1 
193.35940 3.900E+1 
193.60350 3.200E+1 
193.84770 3.700E+1 
194.09180 4.200E+1 
194.33590 2.800E+1 
194.58010 4.000E+1 
194.82420 4.200E+1 
195.06840 4.500E+1 
195.31250 3.000E+1 
195.55660 2.600E+1 
195.80080 3.500E+1 
196.04490 4.900E+1 
196.28910 3.000E+1 
196.53320 3.900E+1 
196.77730 3.900E+1 
197.02150 3.400E+1 
197.26560 3.100E+1 
197.50980 3.600E+1 
197.75390 3.600E+1 
197.9980 4.200E+1 
198.24220 3.700E+1 
198.48630 4.600E+1 
198.73050 3.900E+1 
198.97460 2.800E+1 
199.21880 3.300E+1 
199.46290 3.700E+1 
199.7070 3.900E+1 
199.95120 3.000E+1 
200.19530 3.800E+1 
200.43950 3.800E+1 
200.68360 3.500E+1 
200.92770 3.400E+1 
201.17190 4.500E+1 
201.4160 3.800E+1 
201.66020 3.900E+1 
201.90430 3.500E+1 
202.14840 3.700E+1 
202.39260 2.700E+1 
202.63670 3.700E+1 
202.88090 3.400E+1 
203.1250 4.200E+1 
203.36910 3.700E+1 
203.61330 3.200E+1 
203.85740 3.300E+1 
204.10160 4.800E+1 
204.34570 4.000E+1 
204.58980 2.800E+1 
204.8340 4.600E+1 
205.07810 5.000E+1 
205.32230 3.100E+1 
205.56640 2.800E+1 
205.81050 3.700E+1 
206.05470 3.400E+1 
206.29880 4.600E+1 
206.5430 3.100E+1 
206.78710 2.900E+1 
207.03130 2.400E+1 
207.27540 4.000E+1 
207.51950 2.500E+1 
207.76370 3.500E+1 
208.00780 3.400E+1 
208.2520 3.300E+1 
208.49610 3.900E+1 
208.74020 3.100E+1 
208.98440 2.900E+1 
209.22850 3.600E+1 
209.47270 3.200E+1 
209.71680 3.800E+1 
209.96090 3.800E+1 
210.20510 3.800E+1 
210.44920 3.200E+1 
210.69340 4.300E+1 
210.93750 2.900E+1 
211.18160 3.400E+1 
211.42580 2.600E+1 
211.66990 3.700E+1 
211.91410 4.500E+1 
212.15820 3.700E+1 
212.40230 4.200E+1 
212.64650 3.100E+1 
212.89060 3.700E+1 
213.13480 2.800E+1 
213.37890 3.000E+1 
213.6230 2.700E+1 
213.86720 3.800E+1 
214.11130 3.500E+1 
214.35550 2.900E+1 
214.59960 3.500E+1 
214.84380 2.800E+1 
215.08790 3.100E+1 
215.3320 4.500E+1 
215.57620 3.000E+1 
215.82030 3.500E+1 
216.06450 3.200E+1 
216.30860 3.500E+1 
216.55270 3.400E+1 
216.79690 3.700E+1 
217.0410 3.900E+1 
217.28520 3.800E+1 
217.52930 3.100E+1 
217.77340 3.100E+1 
218.01760 2.500E+1 
218.26170 3.000E+1 
218.50590 3.300E+1 
218.750 4.100E+1 
218.99410 3.600E+1 
219.23830 2.600E+1 
219.48240 2.700E+1 
219.72660 3.000E+1 
219.97070 3.000E+1 
220.21480 3.500E+1 
220.4590 3.200E+1 
220.70310 2.200E+1 
220.94730 3.600E+1 
221.19140 3.200E+1 
221.43550 2.900E+1 
221.67970 3.300E+1 
221.92380 3.200E+1 
222.1680 2.800E+1 
222.41210 3.500E+1 
222.65630 3.900E+1 
222.90040 3.800E+1 
223.14450 3.000E+1 
223.38870 3.100E+1 
223.63280 3.700E+1 
223.8770 3.200E+1 
224.12110 3.000E+1 
224.36520 2.700E+1 
224.60940 3.100E+1 
224.85350 2.400E+1 
225.09770 3.900E+1 
225.34180 2.600E+1 
225.58590 3.800E+1 
225.83010 3.200E+1 
226.07420 2.800E+1 
226.31840 2.500E+1 
226.56250 2.600E+1 
226.80660 3.200E+1 
227.05080 3.200E+1 
227.29490 1.900E+1 
227.53910 2.300E+1 
227.78320 2.500E+1 
228.02730 3.600E+1 
228.27150 3.100E+1 
228.51560 2.300E+1 
228.75980 3.200E+1 
229.00390 3.200E+1 
229.2480 2.900E+1 
229.49220 3.000E+1 
229.73630 2.400E+1 
229.98050 2.400E+1 
230.22460 3.200E+1 
230.46880 3.600E+1 
230.71290 3.000E+1 
230.9570 3.900E+1 
231.20120 2.000E+1 
231.44530 3.000E+1 
231.68950 4.100E+1 
231.93360 3.000E+1 
232.17770 3.200E+1 
232.42190 3.300E+1 
232.6660 3.300E+1 
232.91020 2.600E+1 
233.15430 3.500E+1 
233.39840 3.300E+1 
233.64260 2.500E+1 
233.88670 2.700E+1 
234.13090 3.200E+1 
234.3750 2.700E+1 
234.61910 2.200E+1 
234.86330 2.600E+1 
235.10740 2.900E+1 
235.35160 2.200E+1 
235.59570 3.200E+1 
235.83980 3.500E+1 
236.0840 3.400E+1 
236.32810 2.900E+1 
236.57230 3.600E+1 
236.81640 3.000E+1 
237.06050 3.400E+1 
237.30470 2.800E+1 
237.54880 2.100E+1 
237.7930 2.900E+1 
238.03710 2.800E+1 
238.28130 4.500E+1 
238.52540 2.600E+1 
238.76950 3.200E+1 
239.01370 2.400E+1 
239.25780 2.200E+1 
239.5020 2.800E+1 
239.74610 1.800E+1 
239.99020 2.700E+1 
240.23440 2.900E+1 
240.47850 3.800E+1 
240.72270 2.500E+1 
240.96680 3.900E+1 
241.21090 2.800E+1 
241.45510 2.900E+1 
241.69920 2.800E+1 
241.94340 2.800E+1 
242.18750 2.400E+1 
242.43160 2.300E+1 
242.67580 2.400E+1 
242.91990 3.100E+1 
243.16410 3.600E+1 
243.40820 2.600E+1 
243.65230 2.300E+1 
243.89650 3.100E+1 
244.14060 2.700E+1 
244.38480 3.400E+1 
244.62890 3.200E+1 
244.8730 2.300E+1 
245.11720 2.000E+1 
245.36130 3.400E+1 
245.60550 1.900E+1 
245.84960 2.500E+1 
246.09380 2.300E+1 
246.33790 2.700E+1 
246.5820 2.500E+1 
246.82620 2.300E+1 
247.07030 2.700E+1 
247.31450 2.400E+1 
247.55860 2.200E+1 
247.80270 3.200E+1 
248.04690 3.100E+1 
248.2910 3.200E+1 
248.53520 2.000E+1 
248.77930 3.000E+1 
249.02340 2.600E+1 
249.26760 2.500E+1 
249.51170 3.300E+1 
249.75590 2.600E+1 
250.0 2.700E+1 
250.24410 3.700E+1 
250.48830 2.200E+1 
250.73240 3.000E+1 
250.97660 2.800E+1 
251.22070 2.300E+1 
251.46480 2.400E+1 
251.7090 2.700E+1 
251.95310 2.600E+1 
252.19730 1.600E+1 
252.44140 2.800E+1 
252.68550 1.900E+1 
252.92970 2.100E+1 
253.17380 2.300E+1 
253.4180 2.900E+1 
253.66210 2.600E+1 
253.90630 2.300E+1 
254.15040 2.900E+1 
254.39450 1.700E+1 
254.63870 1.900E+1 
254.88280 2.600E+1 
255.1270 2.400E+1 
255.37110 2.300E+1 
255.61520 2.800E+1 
255.85940 2.100E+1 
256.10350 2.000E+1 
256.34770 2.200E+1 
256.59180 2.800E+1 
256.83590 2.800E+1 
257.08010 2.200E+1 
257.32420 1.500E+1 
257.56840 3.200E+1 
257.81250 2.600E+1 
258.05660 2.300E+1 
258.30080 2.900E+1 
258.54490 2.400E+1 
258.78910 2.600E+1 
259.03320 2.300E+1 
259.27730 2.700E+1 
259.52150 3.200E+1 
259.76560 2.100E+1 
260.00980 2.000E+1 
260.25390 2.300E+1 
260.4980 2.600E+1 
260.74220 2.000E+1 
260.98630 2.100E+1 
261.23050 2.200E+1 
